SEQ1	SEQ2	SCORE	dN	dS	OMEGA	N	S	kappa	t	LENGTH
NAJQ01_004371-T1	NAJQ01_014919-T1	2446	0.054075	0.310466	0.174175	979.659734	283.340266	4.019854	0.334781	426
NAJQ01_002859-T1	NAJQ01_018052-T1	-197	1.463012	2.265721	0.645716	66.489007	20.510993	1.992125	4.956773	136
NAJQ01_005859-T1	NAJQ01_005860-T1	-38	1.131360	3.622975	0.312274	432.709640	125.290360	0.918661	5.072443	226
NAJQ01_006792-T1	NAJQ01_008446-T1	4053	0.008278	0.137047	0.060401	1518.626480	347.373520	3.749984	0.096748	632
NAJQ01_008354-T1	NAJQ01_015990-T1	1564	0.005948	0.206183	0.028846	844.329226	163.670774	5.021718	0.115380	621
NAJQ01_001827-T1	NAJQ01_011927-T1	6117	0.023155	0.278470	0.083152	2274.718866	668.281134	2.894193	0.243392	1056
NAJQ01_001832-T1	NAJQ01_010287-T1	4597	0.017521	0.082357	0.212745	1569.410514	503.589486	3.046583	0.099815	692
NAJQ01_010944-T1	NAJQ01_013553-T1	23	0.500154	2.721901	0.183752	223.317287	37.682713	1.017107	2.462778	182
NAJQ01_007186-T1	NAJQ01_010204-T1	4049	0.014990	0.114959	0.130396	1585.585402	394.414598	7.079038	0.104712	725
NAJQ01_004685-T1	NAJQ01_011144-T1	1331	0.021859	0.136497	0.160141	510.625643	113.374357	1.607280	0.128062	210
NAJQ01_003139-T1	NAJQ01_010514-T1	5869	0.103458	0.333906	0.309841	2767.918637	970.081363	2.194198	0.489790	1611
NAJQ01_015664-T1	NAJQ01_017790-T1	1659	0.003078	0.105385	0.029205	651.337277	194.662723	1.478467	0.079856	397
NAJQ01_003784-T1	NAJQ01_008577-T1	5206	0.022245	0.230151	0.096652	1917.171997	620.828003	2.654559	0.219304	912
NAJQ01_008256-T1	NAJQ01_013723-T1	2029	0.026825	0.179843	0.149160	797.635601	177.364399	2.769706	0.163983	327
NAJQ01_002618-T1	NAJQ01_012083-T1	936	0.000000	0.172191	0.000010	501.449412	107.550588	6.726356	0.091228	385
NAJQ01_002619-T1	NAJQ01_012084-T1	1953	0.016003	0.160850	0.099490	757.976661	190.023339	3.080338	0.135111	326
NAJQ01_004895-T1	NAJQ01_015073-T1	1772	0.006205	0.069493	0.089294	647.373922	153.626078	3.423716	0.055030	268
NAJQ01_004894-T1	NAJQ01_021790-T1	359	0.000000	0.146406	0.000010	196.098628	22.901372	4.600000	0.045930	115
NAJQ01_000760-T1	NAJQ01_006418-T1	5258	0.024515	0.140589	0.174371	2095.227377	508.772623	2.469917	0.141581	934
NAJQ01_008570-T1	NAJQ01_011506-T1	1752	0.005093	0.189472	0.026881	788.051801	204.948199	2.068486	0.129443	578
NAJQ01_005104-T1	NAJQ01_012769-T1	1438	0.032344	0.056514	0.572324	601.348261	223.651739	5.402999	0.116690	371
NAJQ01_001140-T1	NAJQ01_012205-T1	1881	0.029840	0.154673	0.192922	720.855023	221.144977	6.702274	0.177437	387
NAJQ01_011652-T1	NAJQ01_017396-T1	-135	0.890626	4.504168	0.197734	395.606908	114.393092	0.989610	5.103432	273
NAJQ01_003918-T1	NAJQ01_010990-T1	429	0.009720	0.201480	0.048243	725.040353	213.959647	5.553909	0.160243	1101
NAJQ01_003157-T1	NAJQ01_011726-T1	2352	0.007435	0.217472	0.034191	811.084579	205.915421	0.915873	0.149887	339
NAJQ01_008757-T1	NAJQ01_013986-T1	1080	0.009550	0.182947	0.052202	421.600331	82.399669	5.146721	0.113697	168
NAJQ01_010158-T1	NAJQ01_011950-T1	96	0.000000	0.105219	0.000010	225.470252	20.529748	4.600000	0.026343	307
NAJQ01_009678-T1	NAJQ01_017844-T1	-241	0.663125	2.982699	0.222324	216.646917	53.353083	0.854622	3.364445	271
NAJQ01_008917-T1	NAJQ01_013764-T1	3866	0.018829	0.168227	0.111927	1497.171100	299.828900	1.592884	0.131268	612
NAJQ01_007365-T1	NAJQ01_007962-T1	2812	0.013195	0.145181	0.090886	994.705027	334.294973	4.289012	0.139184	481
NAJQ01_010067-T1	NAJQ01_010325-T1	4452	0.003683	0.138227	0.026643	1633.350546	388.649454	3.142469	0.088631	702
NAJQ01_003039-T1	NAJQ01_005461-T1	2946	0.026289	0.063448	0.414338	1085.948078	414.051922	3.510273	0.109639	575
NAJQ01_001553-T1	NAJQ01_001619-T1	1641	0.032670	0.110622	0.295332	605.385194	192.614806	2.261955	0.154456	285
NAJQ01_001557-T1	NAJQ01_001614-T1	3187	0.007527	0.195373	0.038528	1068.213425	326.786575	2.110992	0.154593	487
NAJQ01_012101-T1	NAJQ01_012922-T1	2150	0.011432	0.141758	0.080642	837.475682	191.524318	1.401977	0.107066	364
NAJQ01_008631-T1	NAJQ01_018749-T1	524	0.019780	0.108481	0.182338	307.518230	91.481770	3.944836	0.120352	274
NAJQ01_001275-T1	NAJQ01_010998-T1	5659	0.017949	0.116851	0.153604	2030.316830	663.683170	1.997104	0.126942	987
NAJQ01_005972-T1	NAJQ01_010731-T1	3315	0.006688	0.170914	0.039132	1201.671009	349.328991	4.231075	0.131029	517
NAJQ01_007979-T1	NAJQ01_009648-T1	5929	0.014554	0.126623	0.114937	2154.228444	626.771556	5.742070	0.119434	934
NAJQ01_002247-T1	NAJQ01_020473-T1	-69	0.852636	3.113963	0.273810	287.442176	63.557824	1.062763	3.786326	176
NAJQ01_004744-T1	NAJQ01_010857-T1	5535	0.005192	0.215721	0.024067	2223.603684	704.396316	6.310053	0.167518	1387
NAJQ01_000109-T1	NAJQ01_000302-T1	1359	0.023736	0.102390	0.231825	556.444700	199.555300	1.459585	0.133494	352
NAJQ01_004128-T1	NAJQ01_011760-T1	3739	0.061612	0.213466	0.288626	1456.376450	451.623550	3.817028	0.292668	646
NAJQ01_004112-T1	NAJQ01_006601-T1	3284	0.012337	0.119861	0.102924	1144.525394	319.474606	3.739527	0.107401	488
NAJQ01_008715-T1	NAJQ01_012096-T1	2245	0.017958	0.192220	0.093426	846.176502	212.823498	3.613961	0.158937	353
NAJQ01_005809-T1	NAJQ01_015405-T1	2213	0.012105	0.174654	0.069306	793.058857	202.941143	15.789308	0.135675	333
NAJQ01_009141-T1	NAJQ01_014686-T1	2223	0.019855	0.119459	0.166205	995.397408	291.602592	2.926562	0.127268	652
NAJQ01_001803-T1	NAJQ01_015530-T1	2563	0.006531	0.169450	0.038543	923.857045	243.142955	8.245096	0.121425	390
NAJQ01_004720-T1	NAJQ01_008791-T1	3951	0.020660	0.063284	0.326457	1376.216848	582.783152	5.864008	0.100020	672
NAJQ01_006411-T1	NAJQ01_006743-T1	5189	0.029655	0.148291	0.199977	1943.693402	516.306598	1.712750	0.163663	929
NAJQ01_012964-T1	NAJQ01_018049-T1	-92	1.144504	1.854897	0.617018	350.425772	117.574228	2.002708	3.968921	220
NAJQ01_014209-T1	NAJQ01_016657-T1	801	0.002890	0.217883	0.013263	346.817544	43.182456	14.949035	0.080084	137
NAJQ01_006877-T1	NAJQ01_008459-T1	6043	0.038556	0.249305	0.154655	2218.319721	769.680279	2.220692	0.278530	1085
NAJQ01_003702-T1	NAJQ01_013580-T1	3099	0.008744	0.139365	0.062741	1151.361607	390.638393	6.317637	0.125504	647
NAJQ01_001085-T1	NAJQ01_005511-T1	12626	0.022244	0.148456	0.149837	4616.510790	1581.489210	2.609575	0.163346	2207
NAJQ01_001108-T1	NAJQ01_013471-T1	693	0.112402	0.239890	0.468557	501.470012	152.529988	1.577613	0.426407	389
NAJQ01_000372-T1	NAJQ01_005356-T1	4100	0.014988	0.174102	0.086090	1482.767062	392.232938	1.452418	0.144821	639
NAJQ01_004813-T1	NAJQ01_007464-T1	3683	0.034630	0.161783	0.214050	1421.118670	402.881330	3.657786	0.188145	630
NAJQ01_004338-T1	NAJQ01_009127-T1	3711	0.004258	0.155064	0.027462	1413.317121	263.682879	6.132676	0.083911	559
NAJQ01_002911-T1	NAJQ01_015143-T1	748	0.006871	0.374603	0.018342	292.411758	55.588242	2.462277	0.196834	119
NAJQ01_000777-T1	NAJQ01_012809-T1	838	0.042496	0.022004	1.931239	413.391946	138.608054	4.231340	0.112051	255
NAJQ01_003997-T1	NAJQ01_013169-T1	2980	0.041510	0.106518	0.389698	1264.568738	436.431262	2.774642	0.174568	793
NAJQ01_007198-T1	NAJQ01_012017-T1	3825	0.036277	0.120201	0.301800	1393.671439	460.328561	2.075206	0.171342	633
NAJQ01_006767-T1	NAJQ01_008390-T1	2254	0.046052	0.072448	0.635650	920.401329	351.598671	3.982179	0.160044	529
NAJQ01_003948-T1	NAJQ01_010275-T1	2778	0.014881	0.098688	0.150784	917.690481	333.309519	13.611578	0.111629	417
NAJQ01_008207-T1	NAJQ01_013966-T1	2500	0.027007	0.241517	0.111823	830.983214	348.016786	5.109506	0.270978	415
NAJQ01_005046-T1	NAJQ01_014229-T1	3831	0.009167	0.214367	0.042765	1536.782661	353.217339	2.362262	0.142549	851
NAJQ01_000143-T1	NAJQ01_011966-T1	2051	0.032156	0.164747	0.195182	982.045511	322.954489	4.193732	0.194905	775
NAJQ01_005220-T1	NAJQ01_012311-T1	3933	0.017537	0.031393	0.558637	1356.692929	539.307071	5.023144	0.064435	667
NAJQ01_009414-T1	NAJQ01_010215-T1	5542	0.042234	0.095244	0.443432	2171.576514	693.423486	1.591015	0.165193	1059
NAJQ01_005863-T1	NAJQ01_015650-T1	405	0.012635	0.223575	0.056513	599.242767	231.757233	8.892796	0.214392	966
NAJQ01_009396-T1	NAJQ01_009570-T1	8905	0.018512	0.070973	0.260834	3081.842280	1115.157720	3.000771	0.097353	1399
NAJQ01_000916-T1	NAJQ01_002827-T1	1583	0.020943	0.106462	0.196716	605.319335	126.680665	1.179878	0.107229	260
NAJQ01_007521-T1	NAJQ01_007532-T1	2070	0.021170	0.120321	0.175948	719.923407	246.076593	4.188964	0.139283	322
NAJQ01_007520-T1	NAJQ01_007531-T1	2968	0.004008	0.068755	0.058293	1001.209824	339.790176	7.611806	0.061242	448
NAJQ01_005027-T1	NAJQ01_008966-T1	7280	0.015520	0.160718	0.096570	2703.728528	872.271472	3.194439	0.152813	1269
NAJQ01_003080-T1	NAJQ01_008010-T1	5880	0.009958	0.224710	0.044313	2173.955257	577.044743	3.248129	0.165011	950
NAJQ01_010053-T1	NAJQ01_011122-T1	2980	0.007147	0.094095	0.075951	1124.773522	285.226478	1.331654	0.074206	496
NAJQ01_001333-T1	NAJQ01_012487-T1	5703	0.012126	0.079859	0.151839	1832.284953	762.715047	9.744058	0.096101	865
NAJQ01_001335-T1	NAJQ01_009073-T1	3228	0.016711	0.172940	0.096627	1151.524517	348.475483	7.224660	0.159016	500
NAJQ01_003548-T1	NAJQ01_007950-T1	2151	0.021067	0.165451	0.127332	834.669834	230.330166	3.812146	0.156880	361
NAJQ01_007537-T1	NAJQ01_016687-T1	925	0.078516	0.171685	0.457324	473.998178	156.001822	1.498490	0.304760	300
NAJQ01_001659-T1	NAJQ01_009231-T1	1458	0.001470	0.146584	0.010029	680.972123	192.027877	3.609270	0.100169	497
NAJQ01_001657-T1	NAJQ01_009762-T1	1336	0.004205	0.255022	0.016488	477.231240	110.768760	3.993601	0.154363	196
NAJQ01_001656-T1	NAJQ01_009763-T1	1980	0.014590	0.116791	0.124921	692.322106	222.677894	4.336454	0.118385	305
NAJQ01_001648-T1	NAJQ01_013190-T1	3756	0.002220	0.064791	0.034262	1353.705304	422.294696	3.411608	0.051294	592
NAJQ01_002211-T1	NAJQ01_015651-T1	2360	0.010922	0.131376	0.083133	830.410790	237.589210	4.440896	0.113155	359
NAJQ01_002213-T1	NAJQ01_011971-T1	1809	0.027739	0.210661	0.131678	661.144867	172.855133	2.019088	0.196956	296
NAJQ01_002221-T1	NAJQ01_015226-T1	3050	0.016821	0.151961	0.110694	1232.577929	390.422071	2.785792	0.147990	708
NAJQ01_000899-T1	NAJQ01_001224-T1	1370	0.032616	0.158252	0.206100	501.801721	158.198279	2.877497	0.188191	220
NAJQ01_000898-T1	NAJQ01_001225-T1	2531	0.075132	0.267176	0.281206	989.424322	327.575678	2.554843	0.368696	452
NAJQ01_000897-T1	NAJQ01_001226-T1	3110	0.039919	0.202344	0.197281	1261.406095	289.593905	3.032201	0.210738	544
NAJQ01_000896-T1	NAJQ01_001227-T1	2095	0.007587	0.183948	0.041246	794.828634	156.171366	1.461433	0.109646	317
NAJQ01_000895-T1	NAJQ01_001229-T1	4156	0.016271	0.304002	0.053521	1553.522548	390.477452	3.453012	0.222195	669
NAJQ01_000894-T1	NAJQ01_001230-T1	1638	0.050093	0.165872	0.301996	654.411049	215.588951	3.339260	0.236349	334
NAJQ01_000892-T1	NAJQ01_001232-T1	4899	0.012748	0.129606	0.098360	1819.998225	454.001775	2.404767	0.108236	762
NAJQ01_000891-T1	NAJQ01_001233-T1	2276	0.005293	0.160992	0.032880	758.861182	282.138818	5.703502	0.142476	347
NAJQ01_000886-T1	NAJQ01_009068-T1	1350	0.028701	0.283193	0.101348	497.817410	138.182590	4.010699	0.251982	212
NAJQ01_000231-T1	NAJQ01_001678-T1	2829	0.015680	0.084202	0.186219	1031.309519	264.690481	1.973169	0.089024	438
NAJQ01_000232-T1	NAJQ01_001498-T1	4193	0.010818	0.170846	0.063323	1769.541031	432.458969	3.575650	0.126741	979
NAJQ01_000234-T1	NAJQ01_001499-T1	931	0.000000	0.092069	0.000010	360.846781	35.153219	2.353829	0.024519	132
NAJQ01_000235-T1	NAJQ01_001500-T1	7085	0.012855	0.254219	0.050566	2785.868204	532.131796	2.812658	0.154693	1113
NAJQ01_000236-T1	NAJQ01_001502-T1	1472	0.017211	0.180241	0.095489	558.451618	131.548382	1.327770	0.144878	234
NAJQ01_000889-T1	NAJQ01_001235-T1	3476	0.017627	0.229498	0.076806	1569.318319	380.681681	2.208131	0.176966	1033
NAJQ01_000237-T1	NAJQ01_001503-T1	1141	0.030734	0.241659	0.127179	515.723702	102.276298	3.771216	0.196924	292
NAJQ01_000241-T1	NAJQ01_001507-T1	2843	0.012439	0.150614	0.082592	1014.149245	332.850755	13.451942	0.139749	449
NAJQ01_000242-T1	NAJQ01_001508-T1	2586	0.007938	0.217810	0.036445	949.849411	238.150589	1.852906	0.150029	396
NAJQ01_000739-T1	NAJQ01_007300-T1	9208	0.031218	0.103906	0.300445	3342.173534	1316.826466	5.065741	0.155288	1789
NAJQ01_000243-T1	NAJQ01_001509-T1	6784	0.015173	0.229909	0.065998	2486.120886	801.879114	3.144991	0.202630	1127
NAJQ01_000248-T1	NAJQ01_009428-T1	2567	0.004549	0.155280	0.029295	882.553254	299.446746	3.134052	0.128205	394
NAJQ01_000249-T1	NAJQ01_009427-T1	3183	0.033019	0.189309	0.174420	1190.149051	399.850949	2.735010	0.216968	583
NAJQ01_000230-T1	NAJQ01_001677-T1	2754	0.024794	0.168669	0.146997	1121.557881	234.442119	0.707372	0.149006	462
NAJQ01_000229-T1	NAJQ01_001676-T1	1050	0.005737	0.178104	0.032213	350.214838	123.785162	3.498071	0.152253	164
NAJQ01_000887-T1	NAJQ01_009067-T1	8815	0.037274	0.102095	0.365092	3224.929586	1128.070414	4.230341	0.162217	1460
NAJQ01_000222-T1	NAJQ01_001669-T1	1960	0.037413	0.160067	0.233734	713.707900	276.292100	3.211855	0.214932	381
NAJQ01_000221-T1	NAJQ01_001668-T1	5830	0.010389	0.114372	0.090834	2037.740562	659.259438	4.649941	0.107420	899
NAJQ01_000220-T1	NAJQ01_001667-T1	2502	0.033313	0.107704	0.309298	936.670456	248.329544	3.363405	0.146706	395
NAJQ01_000219-T1	NAJQ01_001666-T1	2680	0.010969	0.115550	0.094930	918.579643	311.420357	2.546918	0.112343	426
NAJQ01_000218-T1	NAJQ01_001665-T1	1926	0.011664	0.143819	0.081100	691.416780	193.583220	3.037051	0.121713	299
NAJQ01_000893-T1	NAJQ01_001231-T1	12747	0.007550	0.136164	0.055448	4460.122317	1182.877683	3.325178	0.103530	1894
NAJQ01_000217-T1	NAJQ01_001664-T1	3935	0.021068	0.068584	0.307181	1376.801570	546.198430	18.727949	0.103692	742
NAJQ01_001663-T1	NAJQ01_010952-T1	3321	0.011198	0.161601	0.069297	1124.697752	408.302248	2.262587	0.153771	511
NAJQ01_000330-T1	NAJQ01_006481-T1	2701	0.005237	0.071252	0.073503	958.095779	268.904221	1.921688	0.059114	410
NAJQ01_000331-T1	NAJQ01_006482-T1	668	0.013417	0.025560	0.524906	226.280469	79.719531	4.600000	0.049741	102
NAJQ01_009662-T1	NAJQ01_014550-T1	2371	0.049473	0.424504	0.116543	946.935013	247.064987	1.708506	0.381226	416
NAJQ01_000337-T1	NAJQ01_021767-T1	248	0.000000	0.078497	0.000010	319.428345	67.571655	1.885671	0.041118	426
NAJQ01_000338-T1	NAJQ01_006494-T1	1712	0.005023	0.062789	0.080001	599.490979	183.509021	3.153409	0.055685	272
NAJQ01_000340-T1	NAJQ01_006496-T1	4610	0.018123	0.238427	0.076012	1675.987798	499.012202	2.474219	0.206003	746
NAJQ01_004471-T1	NAJQ01_005486-T1	2467	0.002310	0.152599	0.015135	867.315115	215.684885	2.003668	0.096721	362
NAJQ01_004472-T1	NAJQ01_010315-T1	2066	0.012799	0.117901	0.108557	788.086536	177.913464	1.888104	0.096468	322
NAJQ01_002000-T1	NAJQ01_002788-T1	5111	0.010691	0.217016	0.049263	1979.670911	549.329089	4.217007	0.166522	1072
NAJQ01_002002-T1	NAJQ01_002791-T1	4024	0.039168	0.130007	0.301280	1479.585949	602.414051	4.148370	0.196356	750
NAJQ01_002003-T1	NAJQ01_002792-T1	2479	0.033199	0.192612	0.172363	954.935379	293.064621	1.619793	0.211901	423
NAJQ01_002004-T1	NAJQ01_002793-T1	2428	0.048604	0.135696	0.358186	915.276169	326.723831	3.008178	0.214545	414
NAJQ01_002008-T1	NAJQ01_002797-T1	3537	0.043864	0.203696	0.215340	1222.608554	487.391446	3.378901	0.268261	570
NAJQ01_002010-T1	NAJQ01_002799-T1	2552	0.018686	0.098050	0.190578	894.092685	302.907315	2.088881	0.116309	399
NAJQ01_006321-T1	NAJQ01_006357-T1	3397	0.028572	0.150039	0.190433	1504.741829	418.258171	2.065896	0.164975	967
NAJQ01_006322-T1	NAJQ01_006356-T1	8915	0.009638	0.124398	0.077476	3029.133354	1035.866646	3.164162	0.116645	1355
NAJQ01_006323-T1	NAJQ01_006355-T1	3344	0.007474	0.332769	0.022460	1277.455647	261.544353	1.211144	0.188268	544
NAJQ01_007762-T1	NAJQ01_014108-T1	1028	0.015714	0.146663	0.107146	402.104573	98.895427	4.087312	0.124689	189
NAJQ01_007761-T1	NAJQ01_009442-T1	3036	0.014426	0.112632	0.128078	1050.325906	317.674094	3.129130	0.111693	465
NAJQ01_009529-T1	NAJQ01_009565-T1	2948	0.005338	0.120196	0.044411	1034.018943	258.981057	1.359854	0.085030	431
NAJQ01_004394-T1	NAJQ01_006387-T1	4669	0.015841	0.130054	0.121805	1659.131961	431.868039	3.253824	0.118291	697
NAJQ01_010692-T1	NAJQ01_011626-T1	8190	0.016198	0.147743	0.109636	2842.299716	892.700284	4.368199	0.142915	1268
NAJQ01_004396-T1	NAJQ01_006389-T1	1345	0.045972	0.144200	0.318810	494.297445	162.702555	3.292814	0.210894	266
NAJQ01_004397-T1	NAJQ01_006390-T1	3297	0.021697	0.170905	0.126956	1263.504767	278.495233	3.329324	0.145936	515
NAJQ01_001147-T1	NAJQ01_006970-T1	3295	0.006108	0.116623	0.052375	1315.188451	235.811549	1.228644	0.068732	573
NAJQ01_001146-T1	NAJQ01_006971-T1	7193	0.006843	0.238294	0.028716	2643.358891	683.641109	4.520268	0.163207	1136
NAJQ01_006939-T1	NAJQ01_007610-T1	2005	0.081443	0.383208	0.212529	941.312335	282.687665	2.951405	0.453410	560
NAJQ01_006941-T1	NAJQ01_007612-T1	948	0.056794	0.110996	0.511677	396.175310	101.824690	5.464021	0.203630	192
NAJQ01_002488-T1	NAJQ01_003513-T1	727	0.003546	0.239786	0.014786	282.884975	56.115025	16.785601	0.127952	119
NAJQ01_001629-T1	NAJQ01_003516-T1	920	0.169877	0.367383	0.462396	574.960299	193.039701	1.696506	0.658563	404
NAJQ01_001630-T1	NAJQ01_003517-T1	728	0.043927	0.179184	0.245150	318.286266	101.713734	7.654687	0.230049	186
NAJQ01_001631-T1	NAJQ01_003518-T1	1830	0.061084	0.204645	0.298490	785.365322	276.634678	2.910779	0.295439	443
NAJQ01_001633-T1	NAJQ01_003520-T1	1410	0.046010	0.137996	0.333415	537.948324	212.051676	3.168927	0.216053	293
NAJQ01_001637-T1	NAJQ01_003570-T1	671	0.000000	0.062712	0.000010	249.023698	83.976302	10.419105	0.047444	132
NAJQ01_001639-T1	NAJQ01_003572-T1	4157	0.015686	0.183316	0.085568	1482.497981	473.502019	2.983229	0.168796	662
NAJQ01_001640-T1	NAJQ01_003573-T1	1904	0.025246	0.139236	0.181318	647.314222	288.685778	10.281146	0.181210	312
NAJQ01_001642-T1	NAJQ01_003575-T1	1850	0.008103	0.025645	0.315976	620.677005	198.322995	5.604992	0.037053	273
NAJQ01_007525-T1	NAJQ01_007541-T1	7222	0.007476	0.031999	0.233630	2555.995375	834.004625	4.345518	0.040527	1130
NAJQ01_007524-T1	NAJQ01_007540-T1	4429	0.030477	0.193293	0.157674	1696.639532	442.360468	2.044456	0.192446	730
NAJQ01_009369-T1	NAJQ01_009727-T1	2355	0.000000	0.132465	0.000010	912.818900	143.181100	9.193172	0.053882	352
NAJQ01_007217-T1	NAJQ01_015368-T1	984	0.031742	0.237361	0.133727	402.369393	68.630607	1.286542	0.185109	159
NAJQ01_000316-T1	NAJQ01_005774-T1	2855	0.023497	0.061312	0.383244	995.692350	375.307650	5.395338	0.101546	457
NAJQ01_000318-T1	NAJQ01_005771-T1	1583	0.049634	0.171477	0.289449	625.528551	169.471449	3.669140	0.226822	276
NAJQ01_000319-T1	NAJQ01_009692-T1	2746	0.040103	0.132115	0.303544	987.912030	374.087970	4.553819	0.196124	455
NAJQ01_000321-T1	NAJQ01_009690-T1	2192	0.008813	0.075006	0.117495	799.135868	253.864132	2.918645	0.074314	351
NAJQ01_000322-T1	NAJQ01_000522-T1	1461	0.017360	0.095534	0.181716	524.596472	159.403528	3.333860	0.106734	229
NAJQ01_000324-T1	NAJQ01_000520-T1	2442	0.051533	0.162921	0.316309	1006.414233	277.585767	4.071410	0.226843	458
NAJQ01_000325-T1	NAJQ01_000519-T1	7180	0.010506	0.152804	0.068753	2493.231016	782.768984	5.073519	0.133519	1099
NAJQ01_000327-T1	NAJQ01_000517-T1	3801	0.017609	0.107352	0.164034	1323.093318	473.906682	5.934989	0.123829	658
NAJQ01_000326-T1	NAJQ01_000518-T1	2231	0.011261	0.177718	0.063364	917.099000	159.901000	1.264487	0.107924	362
NAJQ01_000512-T1	NAJQ01_001603-T1	8060	0.005428	0.114582	0.047371	2959.966065	688.033935	4.836142	0.078045	1220
NAJQ01_000513-T1	NAJQ01_001605-T1	2658	0.041173	0.279374	0.147377	1305.973617	386.026383	2.861462	0.286556	976
NAJQ01_000511-T1	NAJQ01_001602-T1	1744	0.006659	0.019928	0.334163	603.489866	203.510134	1.998291	0.030015	269
NAJQ01_000509-T1	NAJQ01_001600-T1	2089	0.015278	0.083011	0.184054	728.119757	243.880243	3.056025	0.096819	324
NAJQ01_000504-T1	NAJQ01_001593-T1	5754	0.022848	0.169183	0.135049	1978.868040	610.131960	3.125768	0.172001	863
NAJQ01_000503-T1	NAJQ01_001592-T1	4500	0.004113	0.124572	0.033015	1463.407169	540.592831	7.096139	0.109822	668
NAJQ01_003962-T1	NAJQ01_010921-T1	1461	0.068903	0.168419	0.409120	607.963168	199.036832	2.848791	0.280343	305
NAJQ01_002152-T1	NAJQ01_005843-T1	4129	0.016661	0.078617	0.211922	1397.695782	516.304218	5.934434	0.100120	670
NAJQ01_005043-T1	NAJQ01_006100-T1	1396	0.013863	0.028509	0.486281	510.391538	143.608462	6.850695	0.051238	253
NAJQ01_005042-T1	NAJQ01_006102-T1	6564	0.015134	0.048141	0.314367	2373.805540	854.194460	7.255750	0.071605	1363
NAJQ01_000903-T1	NAJQ01_001221-T1	5486	0.015881	0.120106	0.132226	2100.443322	611.556678	2.501842	0.118151	968
NAJQ01_006277-T1	NAJQ01_007897-T1	1778	0.016974	0.158176	0.107308	627.183588	218.816412	12.741916	0.160486	299
