SEQ1	SEQ2	SCORE	dN	dS	OMEGA	N	S	kappa	t	LENGTH
MUNK01_015808-T1	MUNK01_016882-T1	4939	0.034538	0.276282	0.125010	1648.835264	724.164736	5.091365	0.324932	791
MUNK01_000687-T1	MUNK01_008363-T1	-467	0.373741	3.389461	0.110266	43.903014	19.096986	2.573596	3.863659	273
MUNK01_001684-T1	MUNK01_006336-T1	4468	0.056890	0.386237	0.147293	1683.261181	590.738819	2.063515	0.427343	816
MUNK01_003840-T1	MUNK01_009075-T1	7081	0.062490	0.310167	0.201473	2832.023820	1127.976180	2.911300	0.399117	1448
MUNK01_006486-T1	MUNK01_011021-T1	4703	0.038541	0.291725	0.132116	2025.322568	881.677432	3.701395	0.345992	1492
MUNK01_011329-T1	MUNK01_017277-T1	1838	0.115440	0.649937	0.177617	804.344202	245.655798	1.527744	0.721469	356
MUNK01_000228-T1	MUNK01_013266-T1	3006	0.066867	0.339605	0.196896	1274.068313	489.931687	7.066574	0.427850	778
MUNK01_004846-T1	MUNK01_010850-T1	5553	0.036065	0.254620	0.141644	1993.731015	736.268985	2.166704	0.285026	1024
MUNK01_009387-T1	MUNK01_018211-T1	9004	0.013748	0.302957	0.045380	3114.485971	1040.514029	2.138905	0.258519	1421
MUNK01_004847-T1	MUNK01_008926-T1	4371	0.013532	0.329611	0.041054	1418.167965	567.832035	5.646603	0.311713	665
MUNK01_004855-T1	MUNK01_007880-T1	1426	0.006428	0.346379	0.018557	625.067488	205.932512	2.437654	0.272016	444
MUNK01_008634-T1	MUNK01_011104-T1	3845	0.024077	0.254451	0.094624	1203.251967	512.748033	1.481754	0.278741	574
MUNK01_015597-T1	MUNK01_017586-T1	2728	0.050206	0.463608	0.108293	1083.113584	332.886416	4.229935	0.442176	493
MUNK01_002008-T1	MUNK01_015616-T1	7073	0.022765	0.237841	0.095717	2394.784263	875.215737	3.000003	0.240991	1098
MUNK01_005659-T1	MUNK01_017234-T1	6313	0.021132	0.210530	0.100378	2017.609003	874.390997	4.338577	0.235189	966
MUNK01_005839-T1	MUNK01_012734-T1	8942	0.027623	0.289819	0.095311	3011.012295	1377.987705	5.645272	0.329829	1516
MUNK01_007247-T1	MUNK01_007283-T1	3274	0.018950	0.324466	0.058405	1124.282799	417.717201	4.154096	0.305138	514
MUNK01_005718-T1	MUNK01_009994-T1	2627	0.033192	0.132813	0.249919	910.496636	403.503364	2.984837	0.191351	524
MUNK01_000751-T1	MUNK01_014789-T1	3695	0.063280	0.275077	0.230046	1307.952478	564.047522	5.666898	0.381288	644
MUNK01_003520-T1	MUNK01_012459-T1	-95	0.071074	2.139246	0.033224	201.671923	17.328077	1.453019	0.704145	324
MUNK01_002651-T1	MUNK01_006591-T1	13002	0.008004	0.241512	0.033143	4083.377187	1847.622813	5.628848	0.242240	1977
MUNK01_001636-T1	MUNK01_009315-T1	1962	0.027174	0.802921	0.033843	749.906443	189.093557	1.995390	0.550175	314
MUNK01_004904-T1	MUNK01_017963-T1	5016	0.021318	0.383536	0.055582	1784.634549	588.365451	2.300050	0.333380	793
MUNK01_005836-T1	MUNK01_012735-T1	903	0.140610	0.331982	0.423546	720.422397	269.577603	1.306702	0.578161	704
MUNK01_009002-T1	MUNK01_016057-T1	7292	0.028564	0.235729	0.121174	2447.217410	1053.782590	5.672391	0.272759	1185
MUNK01_000399-T1	MUNK01_016024-T1	2551	0.027523	0.285403	0.096435	888.541928	353.458072	2.499642	0.302737	414
MUNK01_000398-T1	MUNK01_016023-T1	3965	0.011052	0.412621	0.026784	1412.980186	318.019814	1.699814	0.254484	585
MUNK01_010097-T1	MUNK01_011357-T1	5131	0.020381	0.346436	0.058831	1766.081313	654.918687	3.419884	0.325752	848
MUNK01_010072-T1	MUNK01_010325-T1	6295	0.085075	0.264751	0.321338	2354.410079	969.589921	4.118895	0.412456	1109
MUNK01_005854-T1	MUNK01_012715-T1	6483	0.018600	0.336908	0.055208	2180.462260	840.537740	4.680749	0.321490	1046
MUNK01_009614-T1	MUNK01_012740-T1	4486	0.100267	0.441076	0.227323	1857.564315	686.435685	2.553000	0.576677	896
MUNK01_013835-T1	MUNK01_017755-T1	4524	0.027369	0.261846	0.104524	1563.847372	521.152628	2.950797	0.257932	702
MUNK01_012367-T1	MUNK01_014909-T1	3788	0.011144	0.252249	0.044179	1266.434882	434.565118	3.220239	0.218222	567
MUNK01_011749-T1	MUNK01_015247-T1	3253	0.005303	0.314974	0.016837	1135.595606	412.404394	2.973319	0.263409	557
MUNK01_009552-T1	MUNK01_014325-T1	7705	0.020466	0.393074	0.052066	2734.892933	895.107067	3.776551	0.337037	1220
MUNK01_014543-T1	MUNK01_016824-T1	10678	0.010708	0.248371	0.043112	3482.693575	1491.306425	5.436553	0.245893	1658
MUNK01_005040-T1	MUNK01_006131-T1	8216	0.100536	0.221943	0.452981	3259.316177	1159.683823	2.790443	0.397192	1490
MUNK01_005145-T1	MUNK01_007006-T1	2197	0.117587	0.487683	0.241114	963.577137	287.422863	3.272545	0.607855	449
MUNK01_010067-T1	MUNK01_010320-T1	9556	0.040375	0.213632	0.188992	3285.188419	1451.811581	3.533496	0.280425	1625
MUNK01_007119-T1	MUNK01_010543-T1	4663	0.031089	0.408246	0.076154	1670.878955	591.121045	2.731532	0.388951	818
MUNK01_008669-T1	MUNK01_012964-T1	7172	0.030418	0.278085	0.109384	2518.739480	895.260520	3.449173	0.286092	1138
MUNK01_003810-T1	MUNK01_004424-T1	4456	0.012756	0.253716	0.050278	1425.345540	719.654460	19.959917	0.280797	715
MUNK01_004579-T1	MUNK01_006812-T1	7879	0.007803	0.311377	0.025058	2673.796679	899.203321	3.827466	0.252606	1191
MUNK01_004860-T1	MUNK01_007876-T1	3341	0.006814	0.295110	0.023091	1179.684465	347.315535	2.005556	0.217161	520
MUNK01_004839-T1	MUNK01_010860-T1	9731	0.007626	0.273243	0.027909	3296.131220	1155.868780	3.044777	0.229763	1484
MUNK01_003468-T1	MUNK01_012245-T1	2009	0.017809	0.289174	0.061587	681.984353	251.015647	3.446126	0.272453	315
MUNK01_004870-T1	MUNK01_017930-T1	5473	0.028595	0.225613	0.126743	1785.869626	776.130374	4.156721	0.264838	854
MUNK01_000060-T1	MUNK01_013964-T1	6607	0.009061	0.128024	0.070775	2166.143752	893.856248	4.284729	0.131433	1020
MUNK01_000271-T1	MUNK01_003902-T1	2348	0.018336	0.417485	0.043920	966.230883	269.769117	1.680550	0.316362	553
MUNK01_000142-T1	MUNK01_013876-T1	5750	0.023250	0.179463	0.129556	1727.814129	864.185871	4.481393	0.225997	865
MUNK01_000159-T1	MUNK01_013192-T1	3257	0.005067	0.360127	0.014069	1188.289596	353.710404	2.847550	0.259536	535
MUNK01_006035-T1	MUNK01_012763-T1	6305	0.023006	0.241373	0.095312	2142.744175	923.255825	4.029677	0.266286	1024
MUNK01_010481-T1	MUNK01_011760-T1	5139	0.037409	0.276033	0.135525	1796.825944	639.174056	3.259992	0.300064	840
MUNK01_016400-T1	MUNK01_016469-T1	3257	0.000808	0.269833	0.002994	1238.592926	351.407074	3.190414	0.180796	549
MUNK01_005457-T1	MUNK01_016490-T1	2905	0.028421	0.283486	0.100257	951.345255	359.654745	3.151819	0.295184	437
MUNK01_004746-T1	MUNK01_008749-T1	9846	0.056567	0.283375	0.199620	3482.456973	1413.543027	2.519722	0.366150	1705
MUNK01_000806-T1	MUNK01_011114-T1	7274	0.071328	0.334788	0.213053	2731.406522	1141.593478	3.450219	0.446953	1346
MUNK01_015587-T1	MUNK01_017576-T1	4765	0.045620	0.313774	0.145391	1597.343664	715.656336	4.076553	0.385766	776
MUNK01_015580-T1	MUNK01_017571-T1	4143	0.018814	0.496169	0.037919	1534.255108	406.744892	2.244462	0.356539	654
MUNK01_007480-T1	MUNK01_017708-T1	3521	0.040830	0.396796	0.102900	1254.461478	422.538522	2.360549	0.391559	577
MUNK01_014298-T1	MUNK01_016950-T1	15526	0.006916	0.342330	0.020201	5521.816141	1840.183859	3.123104	0.272264	2454
MUNK01_003588-T1	MUNK01_010127-T1	10233	0.012657	0.409285	0.030924	3506.688509	1281.311491	3.166818	0.356394	1598
MUNK01_005530-T1	MUNK01_018001-T1	6692	0.040988	0.246710	0.166140	2322.804823	947.195177	3.095653	0.301734	1116
MUNK01_011030-T1	MUNK01_014060-T1	3389	0.019529	0.642934	0.030375	1322.945779	252.054221	1.788826	0.357886	533
MUNK01_001286-T1	MUNK01_010925-T1	2712	0.052371	0.977746	0.053563	1150.037825	220.962175	2.130954	0.604538	476
MUNK01_009292-T1	MUNK01_010845-T1	4560	0.060950	0.280783	0.217072	1676.730126	690.269874	3.007674	0.375175	917
MUNK01_000003-T1	MUNK01_016668-T1	3947	0.007266	0.301166	0.024126	1383.529820	500.470180	2.986831	0.256015	628
MUNK01_007459-T1	MUNK01_017728-T1	4386	0.020237	0.382306	0.052935	1553.052610	543.947390	2.521166	0.342466	721
MUNK01_004399-T1	MUNK01_008339-T1	7039	0.032656	0.204463	0.159714	2306.748460	1041.251540	5.013834	0.258267	1116
MUNK01_006049-T1	MUNK01_016286-T1	6435	0.020097	0.223236	0.090024	2118.857908	884.142092	3.819269	0.239715	1001
MUNK01_002802-T1	MUNK01_011541-T1	10022	0.012531	0.243061	0.051554	3099.576544	1433.423456	3.429823	0.256287	1513
MUNK01_003999-T1	MUNK01_011682-T1	3848	0.091622	0.392002	0.233729	1513.451092	583.548908	1.818407	0.525634	747
MUNK01_011373-T1	MUNK01_017037-T1	4402	0.052553	0.330963	0.158789	1533.367092	614.632908	4.294082	0.396654	716
MUNK01_012377-T1	MUNK01_014919-T1	2101	0.055734	0.457040	0.121945	762.325076	242.674924	3.569796	0.457909	335
MUNK01_007914-T1	MUNK01_017206-T1	7434	0.007438	0.277472	0.026806	2567.324105	762.675895	3.097328	0.207853	1110
MUNK01_010568-T1	MUNK01_012912-T1	1730	0.202816	0.545505	0.371795	952.744011	355.255989	2.110438	0.887672	531
MUNK01_004159-T1	MUNK01_016654-T1	3825	0.014336	0.281672	0.050895	1127.444588	471.555412	2.574750	0.279524	533
MUNK01_008206-T1	MUNK01_011933-T1	15605	0.024301	0.305770	0.079473	5377.359034	2194.640966	3.549122	0.317642	2524
MUNK01_004902-T1	MUNK01_017961-T1	16025	0.001218	0.397241	0.003067	5751.090969	1364.909031	1.428152	0.231536	2372
MUNK01_011006-T1	MUNK01_015289-T1	10816	0.070702	0.274001	0.258036	3891.130769	1904.869231	3.506524	0.412551	1983
MUNK01_003209-T1	MUNK01_004655-T1	3000	0.049409	0.247243	0.199839	1112.335866	408.664134	1.867811	0.307690	509
MUNK01_003215-T1	MUNK01_004649-T1	4805	0.016253	0.356320	0.045613	1555.621129	694.378871	4.418630	0.363606	821
MUNK01_006617-T1	MUNK01_014086-T1	4759	0.022130	0.311686	0.071000	1675.319113	649.680887	2.966069	0.309124	827
MUNK01_001983-T1	MUNK01_011135-T1	2534	0.001157	0.417639	0.002771	864.682186	269.317814	3.386847	0.300208	392
